profile_id,worker_id,raw_description,embedding,created_at
4926,4926,Experienced wall painting with 16 years of experience. Speaks Telugu. Available to travel up to 44 km. Current rating is 4.24.,,2025-01-25
4927,4927,Experienced tv repair with 1 years of experience. Speaks Hindi. Available to travel up to 25 km. Current rating is 3.52.,,2025-11-10
4928,4928,Experienced switch repair with 17 years of experience. Speaks Kannada. Available to travel up to 41 km. Current rating is 4.16.,,2025-11-02
4929,4929,Experienced packers with 18 years of experience. Speaks Kannada. Available to travel up to 23 km. Current rating is 4.43.,,2025-11-21
4930,4930,Experienced alteration with 4 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 4.75.,,2025-04-01
4931,4931,Experienced switch repair with 8 years of experience. Speaks Hindi. Available to travel up to 28 km. Current rating is 4.71.,,2025-04-01
4932,4932,Experienced tree trimming with 6 years of experience. Speaks Telugu. Available to travel up to 13 km. Current rating is 3.57.,,2025-07-04
4933,4933,Experienced carpenter with 15 years of experience. Speaks Telugu. Available to travel up to 22 km. Current rating is 3.7.,,2025-07-10
4934,4934,Experienced switch repair with 0 years of experience. Speaks Malayalam. Available to travel up to 44 km. Current rating is 3.56.,,2025-02-02
4935,4935,Experienced makeup artist with 10 years of experience. Speaks Telugu. Available to travel up to 12 km. Current rating is 4.73.,,2025-11-05
4936,4936,Experienced driver with 6 years of experience. Speaks English. Available to travel up to 16 km. Current rating is 4.52.,,2025-11-23
4937,4937,Experienced wood polishing with 6 years of experience. Speaks Telugu. Available to travel up to 19 km. Current rating is 3.94.,,2025-09-20
4938,4938,Experienced makeup artist with 18 years of experience. Speaks Malayalam. Available to travel up to 25 km. Current rating is 4.76.,,2025-05-06
4939,4939,Experienced carpenter with 7 years of experience. Speaks Hindi. Available to travel up to 13 km. Current rating is 4.19.,,2025-03-05
4940,4940,Experienced tile installation with 20 years of experience. Speaks Kannada. Available to travel up to 43 km. Current rating is 3.91.,,2025-03-01
4941,4941,Experienced kitchen cleaning with 9 years of experience. Speaks Kannada. Available to travel up to 35 km. Current rating is 4.92.,,2025-05-29
4942,4942,Experienced light installation with 12 years of experience. Speaks English. Available to travel up to 28 km. Current rating is 3.97.,,2025-06-09
4943,4943,Experienced furniture assembly with 3 years of experience. Speaks English. Available to travel up to 43 km. Current rating is 4.49.,,2025-09-20
4944,4944,Experienced house cleaning with 18 years of experience. Speaks English. Available to travel up to 20 km. Current rating is 3.99.,,2025-01-17
4945,4945,Experienced water tank installation with 13 years of experience. Speaks Malayalam. Available to travel up to 9 km. Current rating is 4.19.,,2025-05-13
4946,4946,Experienced packers with 18 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.34.,,2025-04-14
4947,4947,Experienced catering with 19 years of experience. Speaks English. Available to travel up to 43 km. Current rating is 4.87.,,2025-12-11
4948,4948,Experienced painter with 3 years of experience. Speaks Malayalam. Available to travel up to 36 km. Current rating is 4.6.,,2025-04-15
4949,4949,Experienced cook with 4 years of experience. Speaks Hindi. Available to travel up to 41 km. Current rating is 4.01.,,2025-06-20
4950,4950,Experienced mason with 13 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 4.43.,,2025-02-07
4951,4951,Experienced house wiring with 2 years of experience. Speaks English. Available to travel up to 25 km. Current rating is 4.85.,,2025-05-27
4952,4952,Experienced exterior painting with 10 years of experience. Speaks Hindi. Available to travel up to 23 km. Current rating is 4.66.,,2025-10-18
4953,4953,Experienced wall painting with 3 years of experience. Speaks Malayalam. Available to travel up to 42 km. Current rating is 3.83.,,2025-02-12
4954,4954,Experienced concrete work with 2 years of experience. Speaks Kannada. Available to travel up to 35 km. Current rating is 4.5.,,2025-09-23
4955,4955,Experienced exterior painting with 18 years of experience. Speaks English. Available to travel up to 26 km. Current rating is 4.39.,,2025-09-03
4956,4956,Experienced mason with 12 years of experience. Speaks Tamil. Available to travel up to 21 km. Current rating is 3.84.,,2025-01-25
4957,4957,Experienced concrete work with 18 years of experience. Speaks Telugu. Available to travel up to 26 km. Current rating is 4.01.,,2025-02-14
4958,4958,Experienced gardener with 5 years of experience. Speaks Hindi. Available to travel up to 34 km. Current rating is 3.59.,,2025-01-15
4959,4959,Experienced house wiring with 6 years of experience. Speaks Hindi. Available to travel up to 25 km. Current rating is 4.63.,,2025-09-10
4960,4960,Experienced washing machine repair with 9 years of experience. Speaks Malayalam. Available to travel up to 29 km. Current rating is 3.84.,,2025-01-22
4961,4961,Experienced house wiring with 17 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.86.,,2025-04-17
4962,4962,Experienced washing machine repair with 12 years of experience. Speaks English. Available to travel up to 44 km. Current rating is 4.11.,,2025-09-28
4963,4963,Experienced makeup artist with 18 years of experience. Speaks English. Available to travel up to 26 km. Current rating is 3.99.,,2025-05-26
4964,4964,Experienced leak detection with 3 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 4.24.,,2025-09-30
4965,4965,Experienced hair stylist with 7 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 4.95.,,2025-01-08
4966,4966,Experienced washing machine repair with 1 years of experience. Speaks Hindi. Available to travel up to 41 km. Current rating is 4.33.,,2025-10-05
4967,4967,Experienced bathroom fitting with 0 years of experience. Speaks Hindi. Available to travel up to 29 km. Current rating is 4.58.,,2025-01-05
4968,4968,Experienced beautician with 12 years of experience. Speaks Malayalam. Available to travel up to 46 km. Current rating is 4.19.,,2025-01-15
4969,4969,Experienced packers with 10 years of experience. Speaks Kannada. Available to travel up to 16 km. Current rating is 4.46.,,2025-03-21
4970,4970,Experienced pipe repair with 6 years of experience. Speaks Hindi. Available to travel up to 21 km. Current rating is 3.89.,,2025-02-02
4971,4971,Experienced tailor with 1 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 4.08.,,2025-06-15
4972,4972,Experienced door repair with 6 years of experience. Speaks Hindi. Available to travel up to 35 km. Current rating is 4.28.,,2025-05-07
4973,4973,Experienced tile installation with 6 years of experience. Speaks Telugu. Available to travel up to 36 km. Current rating is 3.87.,,2025-12-23
4974,4974,Experienced painter with 18 years of experience. Speaks Tamil. Available to travel up to 27 km. Current rating is 4.18.,,2025-11-01
4975,4975,Experienced tile installation with 16 years of experience. Speaks Tamil. Available to travel up to 46 km. Current rating is 4.04.,,2025-02-22
4976,4976,Experienced tile installation with 0 years of experience. Speaks English. Available to travel up to 6 km. Current rating is 4.89.,,2025-11-03
4977,4977,Experienced cloth stitching with 20 years of experience. Speaks English. Available to travel up to 37 km. Current rating is 4.94.,,2025-04-24
4978,4978,Experienced gardener with 4 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 4.84.,,2025-09-11
4979,4979,Experienced leak detection with 10 years of experience. Speaks Tamil. Available to travel up to 9 km. Current rating is 3.78.,,2025-08-02
4980,4980,Experienced tv repair with 5 years of experience. Speaks Hindi. Available to travel up to 45 km. Current rating is 4.01.,,2025-04-28
4981,4981,Experienced electrician with 11 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 3.77.,,2025-06-09
4982,4982,Experienced interior painting with 10 years of experience. Speaks Telugu. Available to travel up to 23 km. Current rating is 4.76.,,2025-10-07
4983,4983,Experienced deep cleaning with 12 years of experience. Speaks Tamil. Available to travel up to 9 km. Current rating is 4.24.,,2025-11-26
4984,4984,Experienced brick work with 10 years of experience. Speaks Kannada. Available to travel up to 43 km. Current rating is 4.02.,,2025-09-08
4985,4985,Experienced packers with 12 years of experience. Speaks Kannada. Available to travel up to 27 km. Current rating is 4.82.,,2025-04-12
4986,4986,Experienced house cleaning with 18 years of experience. Speaks Telugu. Available to travel up to 35 km. Current rating is 4.45.,,2025-06-26
4987,4987,Experienced cook with 3 years of experience. Speaks Telugu. Available to travel up to 15 km. Current rating is 3.7.,,2025-11-03
4988,4988,Experienced cook with 12 years of experience. Speaks Hindi. Available to travel up to 24 km. Current rating is 4.85.,,2025-05-23
4989,4989,Experienced beautician with 13 years of experience. Speaks Malayalam. Available to travel up to 50 km. Current rating is 3.88.,,2025-05-27
4990,4990,Experienced alteration with 7 years of experience. Speaks Malayalam. Available to travel up to 48 km. Current rating is 4.39.,,2025-09-24
4991,4991,Experienced cloth stitching with 16 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 3.77.,,2025-01-01
4992,4992,Experienced leak detection with 20 years of experience. Speaks English. Available to travel up to 24 km. Current rating is 4.32.,,2025-10-16
4993,4993,Experienced water tank installation with 9 years of experience. Speaks English. Available to travel up to 6 km. Current rating is 3.56.,,2025-10-06
4994,4994,Experienced tailor with 14 years of experience. Speaks Telugu. Available to travel up to 27 km. Current rating is 4.4.,,2025-02-23
4995,4995,Experienced hair stylist with 5 years of experience. Speaks Malayalam. Available to travel up to 23 km. Current rating is 4.52.,,2025-01-20
4996,4996,Experienced bathroom cleaning with 7 years of experience. Speaks Kannada. Available to travel up to 43 km. Current rating is 4.59.,,2025-07-02
4997,4997,Experienced interior painting with 3 years of experience. Speaks Tamil. Available to travel up to 8 km. Current rating is 4.53.,,2025-09-05
4998,4998,Experienced tailor with 16 years of experience. Speaks Kannada. Available to travel up to 20 km. Current rating is 4.43.,,2025-03-25
4999,4999,Experienced alteration with 1 years of experience. Speaks Kannada. Available to travel up to 41 km. Current rating is 4.02.,,2025-06-18
5000,5000,Experienced switch repair with 2 years of experience. Speaks Malayalam. Available to travel up to 24 km. Current rating is 3.77.,,2025-07-06
5001,5001,Experienced painter with 2 years of experience. Speaks English. Available to travel up to 14 km. Current rating is 4.47.,,2025-01-09
5002,5002,Experienced water tank installation with 5 years of experience. Speaks Hindi. Available to travel up to 26 km. Current rating is 3.64.,,2025-12-29
5003,5003,Experienced brick work with 20 years of experience. Speaks Kannada. Available to travel up to 30 km. Current rating is 3.51.,,2025-09-02
5004,5004,Experienced furniture assembly with 16 years of experience. Speaks Kannada. Available to travel up to 9 km. Current rating is 4.14.,,2025-02-02
5005,5005,Experienced water tank installation with 7 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.35.,,2025-06-01
5006,5006,Experienced bathroom fitting with 9 years of experience. Speaks Tamil. Available to travel up to 16 km. Current rating is 3.63.,,2025-07-01
5007,5007,Experienced tile installation with 7 years of experience. Speaks Tamil. Available to travel up to 35 km. Current rating is 4.86.,,2025-11-12
5008,5008,Experienced kitchen cleaning with 18 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 4.86.,,2025-10-17
5009,5009,Experienced switch repair with 8 years of experience. Speaks Telugu. Available to travel up to 25 km. Current rating is 4.48.,,2025-08-06
5010,5010,Experienced microwave repair with 19 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.83.,,2025-07-21
5011,5011,Experienced switch repair with 7 years of experience. Speaks Tamil. Available to travel up to 33 km. Current rating is 4.54.,,2025-04-21
5012,5012,Experienced deep cleaning with 0 years of experience. Speaks Tamil. Available to travel up to 20 km. Current rating is 3.77.,,2025-08-20
5013,5013,Experienced packers with 11 years of experience. Speaks Telugu. Available to travel up to 6 km. Current rating is 4.38.,,2025-06-25
5014,5014,Experienced beautician with 19 years of experience. Speaks Malayalam. Available to travel up to 36 km. Current rating is 3.55.,,2025-10-21
5015,5015,Experienced ac installation with 8 years of experience. Speaks English. Available to travel up to 48 km. Current rating is 4.01.,,2025-08-07
5016,5016,Experienced tree trimming with 6 years of experience. Speaks English. Available to travel up to 49 km. Current rating is 4.27.,,2025-11-24
5017,5017,Experienced packers with 15 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 3.98.,,2025-07-31
5018,5018,Experienced washing machine repair with 11 years of experience. Speaks Hindi. Available to travel up to 44 km. Current rating is 3.59.,,2025-08-03
5019,5019,Experienced painter with 12 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 3.62.,,2025-04-09
5020,5020,Experienced house cleaning with 12 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 3.58.,,2025-03-19
5021,5021,Experienced mason with 7 years of experience. Speaks Tamil. Available to travel up to 29 km. Current rating is 4.66.,,2025-07-05
5022,5022,Experienced house wiring with 19 years of experience. Speaks Hindi. Available to travel up to 33 km. Current rating is 4.71.,,2025-05-11
5023,5023,Experienced bathroom fitting with 10 years of experience. Speaks Hindi. Available to travel up to 44 km. Current rating is 4.86.,,2025-07-15
5024,5024,Experienced carpenter with 5 years of experience. Speaks Hindi. Available to travel up to 14 km. Current rating is 3.78.,,2025-05-11
5025,5025,Experienced furniture assembly with 13 years of experience. Speaks Kannada. Available to travel up to 43 km. Current rating is 4.76.,,2025-03-09
5026,5026,Experienced ac installation with 9 years of experience. Speaks Telugu. Available to travel up to 12 km. Current rating is 3.65.,,2025-11-24
5027,5027,Experienced ac technician with 12 years of experience. Speaks Telugu. Available to travel up to 16 km. Current rating is 3.87.,,2025-05-25
5028,5028,Experienced hair stylist with 9 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 4.01.,,2025-10-05
5029,5029,Experienced alteration with 3 years of experience. Speaks Malayalam. Available to travel up to 46 km. Current rating is 4.39.,,2025-01-07
5030,5030,Experienced mason with 4 years of experience. Speaks Malayalam. Available to travel up to 21 km. Current rating is 4.12.,,2025-08-20
5031,5031,Experienced carpenter with 9 years of experience. Speaks Hindi. Available to travel up to 30 km. Current rating is 4.84.,,2025-02-11
5032,5032,Experienced lawn maintenance with 2 years of experience. Speaks Tamil. Available to travel up to 50 km. Current rating is 4.12.,,2025-09-26
5033,5033,Experienced water tank installation with 10 years of experience. Speaks Tamil. Available to travel up to 21 km. Current rating is 3.82.,,2025-04-06
5034,5034,Experienced carpenter with 4 years of experience. Speaks Hindi. Available to travel up to 24 km. Current rating is 3.71.,,2025-01-05
5035,5035,Experienced wood polishing with 15 years of experience. Speaks Kannada. Available to travel up to 30 km. Current rating is 3.76.,,2025-12-04
5036,5036,Experienced alteration with 10 years of experience. Speaks Malayalam. Available to travel up to 30 km. Current rating is 4.53.,,2025-12-02
5037,5037,Experienced house cleaning with 14 years of experience. Speaks Tamil. Available to travel up to 12 km. Current rating is 3.69.,,2025-07-27
5038,5038,Experienced alteration with 14 years of experience. Speaks Telugu. Available to travel up to 43 km. Current rating is 4.62.,,2025-09-09
5039,5039,Experienced ac installation with 8 years of experience. Speaks Kannada. Available to travel up to 19 km. Current rating is 4.9.,,2025-07-19
5040,5040,Experienced mason with 3 years of experience. Speaks Tamil. Available to travel up to 22 km. Current rating is 4.12.,,2025-09-14
5041,5041,Experienced leak detection with 1 years of experience. Speaks Kannada. Available to travel up to 28 km. Current rating is 3.8.,,2025-10-16
5042,5042,Experienced movers with 0 years of experience. Speaks Hindi. Available to travel up to 16 km. Current rating is 4.27.,,2025-09-27
5043,5043,Experienced security guard with 14 years of experience. Speaks Hindi. Available to travel up to 37 km. Current rating is 3.99.,,2025-10-17
5044,5044,Experienced microwave repair with 18 years of experience. Speaks Telugu. Available to travel up to 34 km. Current rating is 4.59.,,2025-12-01
5045,5045,Experienced ac installation with 3 years of experience. Speaks Malayalam. Available to travel up to 18 km. Current rating is 3.74.,,2025-01-08
5046,5046,Experienced ac technician with 5 years of experience. Speaks Hindi. Available to travel up to 34 km. Current rating is 4.05.,,2025-02-15
5047,5047,Experienced cook with 17 years of experience. Speaks Kannada. Available to travel up to 46 km. Current rating is 3.53.,,2025-10-17
5048,5048,Experienced pipe repair with 17 years of experience. Speaks Malayalam. Available to travel up to 39 km. Current rating is 4.51.,,2025-12-13
5049,5049,Experienced tile installation with 15 years of experience. Speaks Tamil. Available to travel up to 21 km. Current rating is 4.19.,,2025-02-04
5050,5050,Experienced furniture assembly with 18 years of experience. Speaks Hindi. Available to travel up to 21 km. Current rating is 3.56.,,2025-05-25
5051,5051,Experienced plumber with 13 years of experience. Speaks Tamil. Available to travel up to 27 km. Current rating is 4.07.,,2025-02-02
5052,5052,Experienced cloth stitching with 19 years of experience. Speaks Kannada. Available to travel up to 45 km. Current rating is 4.31.,,2025-01-14
5053,5053,Experienced concrete work with 18 years of experience. Speaks Tamil. Available to travel up to 50 km. Current rating is 3.67.,,2025-12-12
5054,5054,Experienced fan installation with 16 years of experience. Speaks Kannada. Available to travel up to 25 km. Current rating is 4.1.,,2025-12-22
5055,5055,Experienced packers with 7 years of experience. Speaks Malayalam. Available to travel up to 32 km. Current rating is 3.8.,,2025-06-04
5056,5056,Experienced alteration with 15 years of experience. Speaks Kannada. Available to travel up to 27 km. Current rating is 3.71.,,2025-10-10
5057,5057,Experienced bathroom fitting with 5 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 4.14.,,2025-07-17
5058,5058,Experienced tile installation with 12 years of experience. Speaks English. Available to travel up to 14 km. Current rating is 3.54.,,2025-02-17
5059,5059,Experienced movers with 17 years of experience. Speaks Hindi. Available to travel up to 8 km. Current rating is 4.44.,,2025-03-05
5060,5060,Experienced pipe repair with 10 years of experience. Speaks Telugu. Available to travel up to 41 km. Current rating is 3.83.,,2025-12-16
5061,5061,Experienced microwave repair with 18 years of experience. Speaks Malayalam. Available to travel up to 37 km. Current rating is 4.96.,,2025-09-19
5062,5062,Experienced wall painting with 18 years of experience. Speaks Telugu. Available to travel up to 38 km. Current rating is 4.89.,,2025-11-27
5063,5063,Experienced brick work with 11 years of experience. Speaks Malayalam. Available to travel up to 45 km. Current rating is 4.59.,,2025-08-16
5064,5064,Experienced door repair with 18 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 4.32.,,2025-02-26
5065,5065,Experienced mason with 13 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 4.52.,,2025-07-30
5066,5066,Experienced movers with 15 years of experience. Speaks Telugu. Available to travel up to 19 km. Current rating is 4.85.,,2025-04-14
5067,5067,Experienced bathroom cleaning with 3 years of experience. Speaks Kannada. Available to travel up to 20 km. Current rating is 3.59.,,2025-03-06
5068,5068,Experienced deep cleaning with 5 years of experience. Speaks Tamil. Available to travel up to 48 km. Current rating is 3.98.,,2025-03-31
5069,5069,Experienced tv repair with 7 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 4.11.,,2025-10-18
5070,5070,Experienced house cleaning with 15 years of experience. Speaks Kannada. Available to travel up to 48 km. Current rating is 4.94.,,2025-06-01
5071,5071,Experienced cook with 16 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 4.05.,,2025-06-06
5072,5072,Experienced cook with 8 years of experience. Speaks Kannada. Available to travel up to 33 km. Current rating is 4.93.,,2025-02-22
5073,5073,Experienced packers with 20 years of experience. Speaks Kannada. Available to travel up to 24 km. Current rating is 4.1.,,2025-10-26
5074,5074,Experienced tv repair with 20 years of experience. Speaks Tamil. Available to travel up to 5 km. Current rating is 4.52.,,2025-03-04
5075,5075,Experienced plumber with 19 years of experience. Speaks Tamil. Available to travel up to 7 km. Current rating is 3.8.,,2025-05-06
5076,5076,Experienced cloth stitching with 3 years of experience. Speaks Malayalam. Available to travel up to 43 km. Current rating is 3.75.,,2025-07-11
5077,5077,Experienced ac technician with 5 years of experience. Speaks Telugu. Available to travel up to 28 km. Current rating is 3.67.,,2025-09-06
5078,5078,Experienced light installation with 11 years of experience. Speaks English. Available to travel up to 32 km. Current rating is 4.91.,,2025-06-12
5079,5079,Experienced alteration with 10 years of experience. Speaks Tamil. Available to travel up to 36 km. Current rating is 3.98.,,2025-04-02
5080,5080,Experienced tree trimming with 5 years of experience. Speaks Malayalam. Available to travel up to 22 km. Current rating is 4.97.,,2025-04-23
5081,5081,Experienced ac installation with 17 years of experience. Speaks Kannada. Available to travel up to 48 km. Current rating is 3.76.,,2025-09-21
5082,5082,Experienced carpenter with 13 years of experience. Speaks Malayalam. Available to travel up to 22 km. Current rating is 3.96.,,2025-06-04
5083,5083,Experienced security guard with 5 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 4.82.,,2025-08-13
5084,5084,Experienced lawn maintenance with 10 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.8.,,2025-08-15
5085,5085,Experienced packers with 14 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 3.57.,,2025-12-10
5086,5086,Experienced ac installation with 8 years of experience. Speaks Tamil. Available to travel up to 38 km. Current rating is 3.97.,,2025-08-26
5087,5087,Experienced interior painting with 7 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 4.77.,,2025-12-03
5088,5088,Experienced tree trimming with 13 years of experience. Speaks Kannada. Available to travel up to 6 km. Current rating is 4.31.,,2025-09-16
5089,5089,Experienced ac repair with 16 years of experience. Speaks Malayalam. Available to travel up to 23 km. Current rating is 4.07.,,2025-07-30
5090,5090,Experienced interior painting with 6 years of experience. Speaks Malayalam. Available to travel up to 37 km. Current rating is 4.74.,,2025-01-28
5091,5091,Experienced washing machine repair with 6 years of experience. Speaks Tamil. Available to travel up to 33 km. Current rating is 4.48.,,2025-07-16
5092,5092,Experienced movers with 6 years of experience. Speaks English. Available to travel up to 19 km. Current rating is 3.56.,,2025-02-04
5093,5093,Experienced interior painting with 16 years of experience. Speaks Telugu. Available to travel up to 8 km. Current rating is 3.99.,,2025-01-02
5094,5094,Experienced concrete work with 16 years of experience. Speaks English. Available to travel up to 35 km. Current rating is 3.86.,,2025-03-20
5095,5095,Experienced refrigerator repair with 19 years of experience. Speaks Tamil. Available to travel up to 39 km. Current rating is 3.73.,,2025-07-02
5096,5096,Experienced mason with 2 years of experience. Speaks Malayalam. Available to travel up to 45 km. Current rating is 4.85.,,2025-09-28
5097,5097,Experienced plumber with 0 years of experience. Speaks Hindi. Available to travel up to 23 km. Current rating is 3.74.,,2025-07-03
5098,5098,Experienced carpenter with 3 years of experience. Speaks English. Available to travel up to 35 km. Current rating is 4.11.,,2025-09-11
5099,5099,Experienced house wiring with 8 years of experience. Speaks Malayalam. Available to travel up to 8 km. Current rating is 3.57.,,2025-11-04
5100,5100,Experienced lawn maintenance with 16 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 4.19.,,2025-10-06
5101,5101,Experienced microwave repair with 20 years of experience. Speaks Kannada. Available to travel up to 5 km. Current rating is 4.92.,,2025-06-17
5102,5102,Experienced furniture assembly with 7 years of experience. Speaks Tamil. Available to travel up to 28 km. Current rating is 4.67.,,2025-05-10
5103,5103,Experienced deep cleaning with 12 years of experience. Speaks Tamil. Available to travel up to 26 km. Current rating is 4.34.,,2025-04-01
5104,5104,Experienced door repair with 18 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 4.88.,,2025-01-14
5105,5105,Experienced light installation with 19 years of experience. Speaks Hindi. Available to travel up to 38 km. Current rating is 3.69.,,2025-11-15
5106,5106,Experienced wall painting with 11 years of experience. Speaks Telugu. Available to travel up to 37 km. Current rating is 4.53.,,2025-01-21
5107,5107,Experienced ac technician with 5 years of experience. Speaks Tamil. Available to travel up to 22 km. Current rating is 4.06.,,2025-04-09
5108,5108,Experienced bathroom cleaning with 5 years of experience. Speaks Hindi. Available to travel up to 20 km. Current rating is 4.47.,,2025-01-20
5109,5109,Experienced beautician with 15 years of experience. Speaks Telugu. Available to travel up to 43 km. Current rating is 4.78.,,2025-02-02
5110,5110,Experienced gardener with 17 years of experience. Speaks English. Available to travel up to 24 km. Current rating is 4.46.,,2025-05-12
5111,5111,Experienced wall painting with 0 years of experience. Speaks Malayalam. Available to travel up to 46 km. Current rating is 4.82.,,2025-05-25
5112,5112,Experienced driver with 14 years of experience. Speaks Hindi. Available to travel up to 9 km. Current rating is 3.53.,,2025-07-17
5113,5113,Experienced ac technician with 6 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 4.45.,,2025-05-25
5114,5114,Experienced washing machine repair with 15 years of experience. Speaks English. Available to travel up to 45 km. Current rating is 4.82.,,2025-09-14
5115,5115,Experienced water tank installation with 9 years of experience. Speaks English. Available to travel up to 41 km. Current rating is 4.54.,,2025-08-01
5116,5116,Experienced bathroom cleaning with 0 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 4.32.,,2025-08-12
5117,5117,Experienced fan installation with 14 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 4.36.,,2025-01-08
5118,5118,Experienced exterior painting with 18 years of experience. Speaks Hindi. Available to travel up to 43 km. Current rating is 4.08.,,2025-04-15
5119,5119,Experienced lawn maintenance with 5 years of experience. Speaks English. Available to travel up to 17 km. Current rating is 3.59.,,2025-09-06
5120,5120,Experienced painter with 17 years of experience. Speaks Hindi. Available to travel up to 48 km. Current rating is 3.58.,,2025-10-30
5121,5121,Experienced packers with 9 years of experience. Speaks English. Available to travel up to 50 km. Current rating is 3.76.,,2025-07-05
5122,5122,Experienced refrigerator repair with 14 years of experience. Speaks Malayalam. Available to travel up to 45 km. Current rating is 4.85.,,2025-08-26
5123,5123,Experienced catering with 11 years of experience. Speaks Tamil. Available to travel up to 36 km. Current rating is 4.65.,,2025-04-20
5124,5124,Experienced ac repair with 5 years of experience. Speaks English. Available to travel up to 12 km. Current rating is 4.16.,,2025-08-09
5125,5125,Experienced lawn maintenance with 8 years of experience. Speaks Kannada. Available to travel up to 22 km. Current rating is 3.95.,,2025-10-12
5126,5126,Experienced tree trimming with 17 years of experience. Speaks English. Available to travel up to 7 km. Current rating is 4.1.,,2025-07-26
5127,5127,Experienced light installation with 5 years of experience. Speaks English. Available to travel up to 37 km. Current rating is 4.33.,,2025-02-06
5128,5128,Experienced cloth stitching with 2 years of experience. Speaks Kannada. Available to travel up to 28 km. Current rating is 4.93.,,2025-07-13
5129,5129,Experienced packers with 4 years of experience. Speaks Kannada. Available to travel up to 37 km. Current rating is 3.78.,,2025-12-05
5130,5130,Experienced makeup artist with 3 years of experience. Speaks Kannada. Available to travel up to 30 km. Current rating is 4.66.,,2025-01-12
5131,5131,Experienced mason with 14 years of experience. Speaks Hindi. Available to travel up to 11 km. Current rating is 3.53.,,2025-02-20
5132,5132,Experienced tv repair with 10 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 4.79.,,2025-04-24
5133,5133,Experienced washing machine repair with 7 years of experience. Speaks Tamil. Available to travel up to 22 km. Current rating is 4.63.,,2025-02-09
5134,5134,Experienced painter with 17 years of experience. Speaks Malayalam. Available to travel up to 42 km. Current rating is 4.09.,,2025-12-10
5135,5135,Experienced mason with 7 years of experience. Speaks Kannada. Available to travel up to 34 km. Current rating is 4.68.,,2025-06-14
5136,5136,Experienced switch repair with 18 years of experience. Speaks Kannada. Available to travel up to 7 km. Current rating is 4.1.,,2025-11-21
5137,5137,Experienced beautician with 12 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 4.89.,,2025-03-29
5138,5138,Experienced plumber with 4 years of experience. Speaks Hindi. Available to travel up to 10 km. Current rating is 3.83.,,2025-01-09
5139,5139,Experienced refrigerator repair with 15 years of experience. Speaks Kannada. Available to travel up to 38 km. Current rating is 4.36.,,2025-05-31
5140,5140,Experienced packers with 16 years of experience. Speaks English. Available to travel up to 14 km. Current rating is 4.59.,,2025-07-09
5141,5141,Experienced wood polishing with 19 years of experience. Speaks Hindi. Available to travel up to 46 km. Current rating is 4.34.,,2025-11-10
5142,5142,Experienced movers with 12 years of experience. Speaks Tamil. Available to travel up to 5 km. Current rating is 3.66.,,2025-08-01
5143,5143,Experienced pipe repair with 10 years of experience. Speaks Tamil. Available to travel up to 26 km. Current rating is 4.01.,,2025-12-18
5144,5144,Experienced cook with 8 years of experience. Speaks Telugu. Available to travel up to 34 km. Current rating is 4.69.,,2025-12-08
5145,5145,Experienced kitchen cleaning with 6 years of experience. Speaks Kannada. Available to travel up to 26 km. Current rating is 4.81.,,2025-09-24
5146,5146,Experienced bathroom fitting with 15 years of experience. Speaks Malayalam. Available to travel up to 47 km. Current rating is 4.7.,,2025-08-08
5147,5147,Experienced security guard with 14 years of experience. Speaks Telugu. Available to travel up to 23 km. Current rating is 3.8.,,2025-12-20
