job_id,employer_id,title,description,budget,status,location_id,posted_at
1482,394,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,5225,Assigned,24,2025-04-10
1483,196,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,7629,Open,713,2025-01-24
1484,283,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,3453,Open,427,2025-12-16
1485,200,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,792,Assigned,525,2025-10-14
1486,473,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3591,Assigned,27,2025-11-18
1487,237,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,4217,Open,389,2025-12-04
1488,455,Need Beautician,Looking for an experienced beautician to provide beauty services.,1633,Cancelled,375,2025-04-03
1489,369,Need Brick Work,Looking for an experienced brick work to provide construction services.,6200,Assigned,742,2025-01-17
1490,475,Need Catering,Looking for an experienced catering to provide cooking services.,8296,Open,181,2025-06-11
1491,379,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,2184,Open,22,2025-09-27
1492,391,Need Painter,Looking for an experienced painter to provide painting services.,6206,Assigned,12,2025-09-23
1493,306,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,7636,Completed,13,2025-03-13
1494,345,Need Packers,Looking for an experienced packers to provide moving services services.,6345,Open,269,2025-10-19
1495,456,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9632,Completed,733,2025-10-14
1496,91,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,3029,Cancelled,14,2025-11-01
1497,157,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,2641,Completed,53,2025-03-07
1498,159,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,4948,Completed,7,2025-01-07
1499,383,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,8976,Completed,473,2025-05-22
1500,431,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,5588,Completed,484,2025-09-20
1501,455,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,1185,Open,315,2025-08-18
1502,216,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9936,Completed,444,2025-10-20
1503,174,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,8301,Assigned,265,2025-06-03
1504,109,Need Packers,Looking for an experienced packers to provide moving services services.,6543,Completed,634,2025-09-30
1505,469,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,4705,Open,738,2025-07-25
1506,81,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,9940,Completed,50,2025-06-06
1507,247,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,7736,Open,283,2025-10-27
1508,207,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,9128,Completed,203,2025-09-13
1509,353,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8540,Open,90,2025-04-22
1510,258,Need Painter,Looking for an experienced painter to provide painting services.,809,Completed,141,2025-03-13
1511,415,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,9471,Open,318,2025-01-27
1512,363,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,3978,Assigned,733,2025-04-11
1513,489,Need Movers,Looking for an experienced movers to provide moving services services.,9507,Open,783,2025-03-10
1514,192,Need Alteration,Looking for an experienced alteration to provide tailoring services.,7797,Open,347,2025-08-07
1515,320,Need Electrician,Looking for an experienced electrician to provide electrical services.,4731,Completed,223,2025-02-26
1516,226,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,5789,Assigned,177,2025-12-04
1517,440,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,6038,Open,687,2025-02-06
1518,90,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3042,Completed,788,2025-12-18
1519,262,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,3451,Open,441,2025-07-20
1520,421,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,6673,Completed,401,2025-05-29
1521,35,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9329,Completed,1,2025-08-26
1522,443,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5589,Completed,492,2025-07-17
1523,494,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,3527,Completed,442,2025-12-17
1524,343,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1916,Assigned,390,2025-03-03
1525,19,Need Packers,Looking for an experienced packers to provide moving services services.,7517,Completed,134,2025-05-10
1526,122,Need Brick Work,Looking for an experienced brick work to provide construction services.,9291,Open,322,2025-01-12
1527,71,Need Gardener,Looking for an experienced gardener to provide gardening services.,2924,Open,205,2025-03-18
1528,35,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,2530,Open,442,2025-01-25
1529,198,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,7486,Completed,32,2025-03-30
1530,99,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8810,Open,232,2025-05-29
1531,76,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,9565,Completed,255,2025-12-23
1532,454,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,8782,Assigned,59,2025-05-13
1533,147,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,6188,Completed,45,2025-11-17
1534,1,Need Mason,Looking for an experienced mason to provide construction services.,7153,Assigned,653,2025-03-21
1535,96,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8894,Open,498,2025-11-15
1536,188,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,9827,Assigned,127,2025-07-11
1537,446,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,4973,Open,339,2025-02-02
1538,376,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5158,Open,472,2025-07-16
1539,7,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,7615,Open,401,2025-05-23
1540,392,Need Plumber,Looking for an experienced plumber to provide plumbing services.,2309,Completed,748,2025-01-19
1541,174,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,7235,Open,124,2025-08-12
1542,70,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,4802,Assigned,753,2025-03-06
1543,277,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,2081,Open,83,2025-10-11
1544,38,Need Security Guard,Looking for an experienced security guard to provide security services.,8476,Open,230,2025-04-17
1545,306,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,6910,Open,586,2025-12-16
1546,415,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,9026,Cancelled,525,2025-06-23
1547,336,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,1209,Open,93,2025-04-23
1548,473,Need Gardener,Looking for an experienced gardener to provide gardening services.,4074,Assigned,725,2025-07-16
1549,371,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9238,Assigned,359,2025-04-23
1550,347,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,5348,Completed,567,2025-08-10
1551,98,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,6863,Completed,311,2025-06-07
1552,349,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,7344,Completed,40,2025-11-20
1553,203,Need Security Guard,Looking for an experienced security guard to provide security services.,4745,Cancelled,642,2025-06-10
1554,193,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,3869,Open,477,2025-01-23
1555,195,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,6326,Completed,513,2025-04-04
1556,364,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,7025,Open,64,2025-12-21
1557,423,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,3162,Open,265,2025-12-17
1558,241,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,4909,Open,381,2025-08-28
1559,121,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,6203,Completed,140,2025-05-08
1560,244,Need Mason,Looking for an experienced mason to provide construction services.,7543,Completed,269,2025-02-05
1561,200,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,6485,Assigned,390,2025-04-08
1562,282,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,5976,Completed,148,2025-06-19
1563,385,Need Tailor,Looking for an experienced tailor to provide tailoring services.,8250,Open,307,2025-11-21
1564,95,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,1932,Completed,597,2025-03-24
1565,284,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,2797,Completed,56,2025-10-01
1566,218,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,6691,Assigned,367,2025-02-04
1567,113,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,4578,Completed,275,2025-02-12
1568,148,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,4332,Completed,192,2025-03-09
1569,154,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,5265,Assigned,280,2025-01-22
1570,235,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1243,Open,490,2025-11-05
1571,53,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,2452,Assigned,326,2025-12-21
1572,158,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,9044,Completed,199,2025-02-19
1573,295,Need Electrician,Looking for an experienced electrician to provide electrical services.,8148,Completed,471,2025-02-27
1574,362,Need Light Installation,Looking for an experienced light installation to provide electrical services.,9839,Completed,232,2025-01-19
1575,460,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,5268,Completed,280,2025-01-07
1576,20,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,4220,Cancelled,730,2025-01-20
1577,473,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,4623,Assigned,657,2025-09-21
1578,313,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,5844,Completed,720,2025-08-23
1579,52,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,1551,Open,316,2025-08-04
1580,129,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1422,Completed,709,2025-01-14
1581,313,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,1360,Assigned,47,2025-04-23
1582,99,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5245,Open,288,2025-01-30
1583,15,Need Alteration,Looking for an experienced alteration to provide tailoring services.,8251,Completed,592,2025-04-26
1584,170,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,3898,Open,409,2025-04-12
1585,491,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,9811,Completed,649,2025-03-01
1586,274,Need Catering,Looking for an experienced catering to provide cooking services.,3708,Completed,156,2025-05-26
1587,205,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,5134,Open,527,2025-09-09
1588,433,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,6643,Completed,30,2025-05-01
1589,215,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,5557,Completed,779,2025-10-16
1590,326,Need Catering,Looking for an experienced catering to provide cooking services.,2519,Open,171,2025-11-26
1591,19,Need Movers,Looking for an experienced movers to provide moving services services.,5054,Completed,277,2025-10-12
1592,33,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,3449,Open,190,2025-03-14
1593,62,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,4558,Open,550,2025-12-01
1594,482,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,5063,Completed,96,2025-11-26
1595,166,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,6146,Open,272,2025-08-04
1596,288,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,9775,Completed,184,2025-08-14
1597,5,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,8242,Completed,438,2025-04-16
1598,50,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,1283,Open,630,2025-11-22
1599,460,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,2211,Open,786,2025-03-12
1600,352,Need Light Installation,Looking for an experienced light installation to provide electrical services.,3952,Completed,768,2025-12-27
1601,358,Need Alteration,Looking for an experienced alteration to provide tailoring services.,4794,Open,657,2025-07-26
1602,180,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,8694,Completed,126,2025-04-08
1603,379,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,7352,Open,743,2025-03-13
1604,473,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,3192,Open,148,2025-12-24
1605,344,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,5753,Assigned,651,2025-12-21
1606,61,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8899,Completed,186,2025-04-10
1607,192,Need Beautician,Looking for an experienced beautician to provide beauty services.,1139,Open,8,2025-08-16
1608,216,Need Gardener,Looking for an experienced gardener to provide gardening services.,4982,Open,335,2025-03-30
1609,26,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,6067,Completed,698,2025-09-25
1610,233,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,6765,Open,172,2025-09-01
1611,101,Need Gardener,Looking for an experienced gardener to provide gardening services.,2404,Open,3,2025-08-22
1612,64,Need Gardener,Looking for an experienced gardener to provide gardening services.,3227,Open,360,2025-09-17
1613,439,Need Light Installation,Looking for an experienced light installation to provide electrical services.,3183,Open,317,2025-10-30
1614,258,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,2239,Open,110,2025-01-14
1615,226,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,6205,Cancelled,525,2025-09-09
1616,242,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,9647,Completed,32,2025-05-03
1617,358,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,9329,Open,168,2025-11-19
1618,48,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,3464,Open,129,2025-10-04
1619,54,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,3804,Open,772,2025-12-15
1620,159,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,8597,Completed,561,2025-09-22
1621,418,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,4104,Open,623,2025-04-21
1622,69,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1774,Assigned,140,2025-07-27
1623,297,Need Mason,Looking for an experienced mason to provide construction services.,9885,Open,759,2025-11-25
1624,179,Need Brick Work,Looking for an experienced brick work to provide construction services.,1862,Open,624,2025-04-01
1625,90,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,9710,Completed,629,2025-09-11
1626,130,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,7304,Completed,656,2025-10-13
1627,6,Need Beautician,Looking for an experienced beautician to provide beauty services.,922,Open,669,2025-06-28
1628,130,Need Packers,Looking for an experienced packers to provide moving services services.,2720,Assigned,105,2025-10-05
1629,138,Need Driver,Looking for an experienced driver to provide driving services.,9250,Assigned,747,2025-10-03
1630,108,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,2271,Assigned,589,2025-01-22
1631,442,Need Packers,Looking for an experienced packers to provide moving services services.,8161,Completed,10,2025-02-03
1632,276,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,5661,Open,226,2025-10-19
1633,487,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,1952,Completed,628,2025-01-25
1634,17,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,5019,Assigned,562,2025-01-27
1635,217,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,5152,Open,193,2025-12-23
1636,29,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,3419,Open,598,2025-03-16
1637,173,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,1468,Open,698,2025-04-16
1638,495,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6524,Completed,698,2025-08-26
1639,470,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,5099,Completed,275,2025-11-01
1640,2,Need Light Installation,Looking for an experienced light installation to provide electrical services.,7618,Assigned,681,2025-05-02
1641,496,Need Brick Work,Looking for an experienced brick work to provide construction services.,7758,Open,506,2025-05-25
1642,210,Need Alteration,Looking for an experienced alteration to provide tailoring services.,3821,Open,420,2025-12-08
1643,315,Need Movers,Looking for an experienced movers to provide moving services services.,8930,Assigned,738,2025-01-22
1644,404,Need Mason,Looking for an experienced mason to provide construction services.,9942,Open,388,2025-04-04
1645,286,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1615,Assigned,130,2025-11-27
1646,478,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,4408,Completed,670,2025-04-13
1647,212,Need Brick Work,Looking for an experienced brick work to provide construction services.,2950,Assigned,559,2025-12-15
1648,85,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1715,Open,455,2025-11-24
1649,147,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,8733,Assigned,770,2025-03-10
1650,127,Need Painter,Looking for an experienced painter to provide painting services.,581,Completed,526,2025-05-28
1651,209,Need Packers,Looking for an experienced packers to provide moving services services.,2291,Cancelled,171,2025-03-13
1652,195,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,6274,Completed,593,2025-08-04
1653,461,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1917,Open,497,2025-07-29
1654,371,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,5443,Open,476,2025-05-26
1655,213,Need Movers,Looking for an experienced movers to provide moving services services.,1996,Open,402,2025-07-26
1656,268,Need Plumber,Looking for an experienced plumber to provide plumbing services.,5159,Completed,176,2025-09-18
1657,211,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,9278,Assigned,125,2025-03-08
1658,388,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,4055,Open,775,2025-07-09
1659,98,Need Packers,Looking for an experienced packers to provide moving services services.,4593,Completed,297,2025-02-19
1660,254,Need Brick Work,Looking for an experienced brick work to provide construction services.,4300,Completed,151,2025-11-08
1661,420,Need Movers,Looking for an experienced movers to provide moving services services.,997,Completed,611,2025-11-20
1662,237,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,2927,Assigned,18,2025-02-13
1663,147,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6815,Completed,784,2025-09-23
1664,93,Need Painter,Looking for an experienced painter to provide painting services.,5549,Open,332,2025-03-30
1665,462,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,2306,Open,556,2025-11-10
1666,153,Need Mason,Looking for an experienced mason to provide construction services.,2653,Completed,791,2025-06-12
1667,292,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,3999,Completed,113,2025-02-02
1668,155,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,605,Assigned,669,2025-01-13
1669,271,Need Painter,Looking for an experienced painter to provide painting services.,7614,Open,204,2025-11-20
1670,116,Need Painter,Looking for an experienced painter to provide painting services.,3794,Assigned,232,2025-09-01
1671,62,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,3424,Open,602,2025-09-01
1672,141,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,6112,Completed,761,2025-07-30
1673,42,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,8623,Completed,473,2025-04-15
1674,72,Need Mason,Looking for an experienced mason to provide construction services.,1156,Completed,625,2025-05-02
1675,337,Need Light Installation,Looking for an experienced light installation to provide electrical services.,3583,Open,412,2025-12-27
1676,203,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,6753,Cancelled,212,2025-07-20
1677,216,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,7731,Open,676,2025-07-30
1678,391,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,7903,Completed,491,2025-09-03
1679,265,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,4167,Assigned,627,2025-04-09
1680,129,Need Security Guard,Looking for an experienced security guard to provide security services.,7371,Assigned,87,2025-02-18
1681,34,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9600,Completed,329,2025-06-13
1682,11,Need Catering,Looking for an experienced catering to provide cooking services.,1609,Open,556,2025-05-23
1683,494,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,8137,Open,657,2025-04-21
1684,486,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,3104,Open,3,2025-07-03
1685,142,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,4291,Open,183,2025-05-29
1686,446,Need Security Guard,Looking for an experienced security guard to provide security services.,7888,Open,634,2025-06-13
1687,338,Need Security Guard,Looking for an experienced security guard to provide security services.,5045,Open,740,2025-10-16
1688,487,Need Beautician,Looking for an experienced beautician to provide beauty services.,1249,Open,57,2025-12-10
1689,194,Need Painter,Looking for an experienced painter to provide painting services.,1781,Open,767,2025-11-30
1690,129,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,9900,Open,504,2025-02-15
1691,74,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9159,Open,419,2025-03-04
1692,14,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9603,Open,324,2025-07-02
1693,145,Need Brick Work,Looking for an experienced brick work to provide construction services.,7703,Completed,520,2025-04-23
1694,398,Need Gardener,Looking for an experienced gardener to provide gardening services.,8121,Open,115,2025-11-30
1695,315,Need Cook,Looking for an experienced cook to provide cooking services.,1498,Open,526,2025-11-20
1696,386,Need Tailor,Looking for an experienced tailor to provide tailoring services.,4188,Open,633,2025-11-26
1697,250,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,3006,Assigned,411,2025-11-17
1698,400,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,5948,Completed,56,2025-09-08
1699,26,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,7129,Open,437,2025-06-08
1700,273,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,1735,Completed,117,2025-03-30
1701,183,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,8233,Cancelled,594,2025-02-18
1702,220,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,8232,Completed,37,2025-09-10
1703,205,Need Movers,Looking for an experienced movers to provide moving services services.,4156,Completed,16,2025-08-16
1704,191,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,7733,Completed,761,2025-10-26
1705,184,Need Security Guard,Looking for an experienced security guard to provide security services.,9629,Completed,251,2025-03-14
1706,236,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,7892,Open,784,2025-06-10
1707,247,Need Packers,Looking for an experienced packers to provide moving services services.,7035,Open,61,2025-06-07
1708,212,Need Gardener,Looking for an experienced gardener to provide gardening services.,8227,Assigned,347,2025-09-25
1709,9,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,4212,Open,665,2025-09-04
1710,369,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,9079,Open,183,2025-12-14
1711,436,Need Beautician,Looking for an experienced beautician to provide beauty services.,5007,Cancelled,179,2025-06-17
1712,432,Need Light Installation,Looking for an experienced light installation to provide electrical services.,3902,Open,640,2025-02-07
1713,442,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,7027,Assigned,674,2025-02-14
1714,206,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,9254,Completed,706,2025-03-09
1715,106,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,2895,Open,482,2025-09-23
1716,211,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8722,Open,614,2025-02-22
1717,14,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,5876,Open,758,2025-07-17
1718,493,Need Brick Work,Looking for an experienced brick work to provide construction services.,2407,Completed,45,2025-08-24
1719,18,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,8156,Completed,729,2025-10-30
1720,262,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,5635,Cancelled,319,2025-06-11
1721,283,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,7427,Open,673,2025-03-27
1722,221,Need Movers,Looking for an experienced movers to provide moving services services.,1769,Open,559,2025-08-01
1723,500,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,3742,Open,465,2025-12-19
1724,271,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,6013,Completed,758,2025-08-18
1725,430,Need Security Guard,Looking for an experienced security guard to provide security services.,5146,Completed,706,2025-07-03
1726,348,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,3115,Open,681,2025-06-20
1727,398,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,7188,Completed,361,2025-03-02
1728,300,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8267,Cancelled,362,2025-11-16
1729,344,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,6153,Open,552,2025-05-11
1730,321,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,5749,Completed,436,2025-12-23
1731,490,Need Packers,Looking for an experienced packers to provide moving services services.,2793,Completed,735,2025-09-06
1732,307,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,6047,Open,382,2025-12-30
1733,336,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,9845,Assigned,493,2025-12-15
1734,362,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,2405,Completed,282,2025-09-13
1735,461,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,2885,Open,340,2025-10-04
1736,388,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,9852,Completed,215,2025-07-06
1737,486,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,4269,Assigned,415,2025-04-03
1738,313,Need Cook,Looking for an experienced cook to provide cooking services.,3269,Open,523,2025-05-21
1739,86,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,4660,Completed,203,2025-05-18
1740,158,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,4414,Assigned,34,2025-08-01
1741,462,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,4871,Open,567,2025-06-15
1742,127,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,9895,Open,454,2025-03-03
1743,467,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,6956,Completed,650,2025-04-21
1744,117,Need Catering,Looking for an experienced catering to provide cooking services.,1262,Completed,9,2025-12-01
1745,50,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1246,Completed,363,2025-02-20
1746,107,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,1378,Completed,592,2025-02-08
1747,40,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,5459,Open,494,2025-11-27
1748,45,Need Brick Work,Looking for an experienced brick work to provide construction services.,3640,Completed,55,2025-05-16
1749,171,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,6325,Open,183,2025-04-07
1750,314,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,2006,Completed,109,2025-10-30
1751,156,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,6669,Assigned,1,2025-03-20
1752,353,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8719,Assigned,731,2025-06-19
1753,482,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,9928,Assigned,534,2025-08-30
1754,456,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,6787,Open,111,2025-08-29
